Airport ID,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ database timezone,Type,Source
Georgetown County Airport,Georgetown,United States,GGE,KGGE,33.3116989136,-79.3196029663,39,-5,A,America/New_York,airport,OurAirports
Hardwick Field,Cleveland,United States,HDI,KHDI,35.22010040283203,-84.8323974609375,874,-5,A,America/New_York,airport,OurAirports
Renton Municipal Airport,Renton,United States,RNT,KRNT,47.4930992126,-122.216003418,32,-8,A,America/Los_Angeles,airport,OurAirports
Brackett Field,La Verne,United States,POC,KPOC,34.091598510742,-117.78199768066,1011,-8,A,America/Los_Angeles,airport,OurAirports
Cross City Airport,Cross City,United States,CTY,KCTY,29.6354999542,-83.10479736330001,42,-5,A,America/New_York,airport,OurAirports
Oconee County Regional Airport,Clemson,United States,CEU,KCEU,34.6719017,-82.8864975,892,-5,A,America/New_York,airport,OurAirports
Beech Factory Airport,Wichita,United States,BEC,KBEC,37.6944999695,-97.21499633790002,1408,-6,A,America/Chicago,airport,OurAirports
Duxford Aerodrome,Duxford,United Kingdom,QFO,EGSU,52.090801,0.131944,125,0,E,Europe/London,airport,OurAirports
Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY,41.10129929,-102.9850006,4313,-7,A,America/Denver,airport,OurAirports
Great Keppel Is Airport,Great Keppel Island,Australia,GKL,YGKL,-23.1833000183,150.942001343,21,10,U,Australia/Brisbane,airport,OurAirports
Roper Bar Airport,Roper Bar,Australia,RPB,YRRB,-14.734814,134.525485,92,9.5,U,Australia/Darwin,airport,OurAirports
Innisfail Airport,Innisfail,Australia,IFL,YIFL,-17.55940055847168,146.01199340820312,46,10,U,Australia/Brisbane,airport,OurAirports
Kalaeloa Airport,Kapolei,United States,JRF,PHJR,21.3074,-158.070009,30,-10,U,Pacific/Honolulu,airport,OurAirports
Bamiyan Airport,Bamyan,Afghanistan,BIN,OABN,34.81700134277344,67.81700134277344,8367,4.5,N,Asia/Kabul,airport,OurAirports
Changbaishan Airport,Baishan,China,NBS,ZYBS,42.066944,127.602222,2874,8,N,Asia/Shanghai,airport,OurAirports
Orang Airport,Chongjin,North Korea,RGO,ZKHM,41.428538,129.647555,12,8.5,U,Asia/Pyongyang,airport,OurAirports
Moomba Airport,Moomba,Australia,MOO,YOOM,-28.09939956665039,140.19700622558594,143,9.5,O,Australia/Adelaide,airport,OurAirports
Lublin Airport,Lublin,Poland,LUZ,EPLB,51.240278,22.713611,633,1,E,Europe/Warsaw,airport,OurAirports
Iosco County Airport,East Tawas,United States,ECA,K6D9,44.312801,-83.422302,606,-5,A,America/New_York,airport,OurAirports
Villa Airport,Maamigili,Maldives,VAM,VRMV,3.47055555556,72.8358333333,6,5,U,Indian/Maldives,airport,OurAirports
Lingling Airport,Yongzhou,China,LLF,ZGLG,26.338661,111.610043,340,8,U,Asia/Shanghai,airport,OurAirports
Lošinj Island Airport,Mali Losinj,Croatia,LSZ,LDLO,44.5657997131,14.3930997849,151,1,E,Europe/Zagreb,airport,OurAirports
Onslow Airport,Onslow,Australia,ONS,YOLW,-21.668300628662,115.1129989624,7,8,O,Australia/Perth,airport,OurAirports
Theodore Airport,Theodore,Australia,TDR,YTDR,-24.99329948425293,150.09300231933594,171,10,N,Australia/Brisbane,airport,OurAirports
Boulder Municipal Airport,Boulder,United States,WBU,KBDU,40.0393981934,-105.225997925,5288,-7,A,America/Denver,airport,OurAirports
Bitburg Airport,Birburg,Germany,BBJ,EDRB,49.945278,6.565,1220,1,U,Europe/Berlin,airport,OurAirports
Palo Alto Airport of Santa Clara County,Palo Alto,United States,PAO,KPAO,37.461101532,-122.114997864,4,-8,A,America/Los_Angeles,airport,OurAirports
Ust-Nera Airport,Ust-Nera,Russia,USR,UEMT,64.550003051758,143.11500549316,1805,10,N,Asia/Vladivostok,airport,OurAirports
Falcon Field,Mesa,United States,MSC,KFFZ,33.4608001709,-111.727996826,1394,-7,A,America/Phoenix,airport,OurAirports
Yangzhou Taizhou Airport,Yangzhou,China,YTY,ZSYA,32.5634,119.7198,7,8,N,Asia/Shanghai,airport,OurAirports
Oakland County International Airport,Pontiac,United States,PTK,KPTK,42.665500640869,-83.420097351074,980,-5,A,America/New_York,airport,OurAirports
Kissidougou Airport,Kissidougou,Guinea,KSI,GUKU,9.1605596542358,-10.124400138855,1808,0,N,Africa/Conakry,airport,OurAirports
Dillant Hopkins Airport,Keene,United States,EEN,KEEN,42.898399353027344,-72.27079772949219,488,-5,A,America/New_York,airport,OurAirports
Tianshui Maijishan Airport,Tianshui,China,THQ,ZLTS,34.5593986511,105.86000061,3590,8,N,Asia/Shanghai,airport,OurAirports
Kawama Airport,Kawama,Cuba,VRO,MUKW,23.1240005493,-81.3015975952,16,-5,U,America/Havana,airport,OurAirports
Kooddoo Airport,Kooddoo,Maldives,GKK,VRMO,0.7324,73.4336,29,5,U,Indian/Maldives,airport,OurAirports
Rochester Airport,Rochester,United Kingdom,RCS,EGTO,51.351898193359375,0.5033329725265503,436,0,E,Europe/London,airport,OurAirports
Termas de Río Hondo international Airport,Rio Hondo,Argentina,RHD,SANR,-27.4966,-64.93595,935,-3,S,America/Cordoba,airport,OurAirports
Keetmanshoop Airport,Keetmanshoop,Namibia,KMP,FYKT,-26.5398006439209,18.111400604248047,3506,1,U,Africa/Windhoek,airport,OurAirports
Kangding Airport,Kangding,China,KGT,ZUKD,30.1575,101.734722,14042,8,N,Asia/Shanghai,airport,OurAirports
Velikiy Ustyug Airport,Veliky Ustyug,Russia,VUS,ULWU,60.78829956054688,46.2599983215332,331,3,N,Europe/Moscow,airport,OurAirports
Iowa City Municipal Airport,Iowa City,United States,IOW,KIOW,41.6391983032,-91.5465011597,668,-6,A,America/Chicago,airport,OurAirports
Turpan Jiaohe Airport,Turpan,China,TLQ,ZWTP,43.0308,89.0987,934,8,U,Asia/Shanghai,airport,OurAirports
Lee Airport,Annapolis,United States,ANP,KANP,38.942902,-76.568398,34,-5,A,America/New_York,airport,OurAirports
Cuamba Airport,Cuamba,Mozambique,FXO,FQCB,-14.815,36.529999,1919,2,N,Africa/Maputo,airport,OurAirports
Bodaybo Airport,Bodaibo,Russia,ODO,UIKB,57.8661003113,114.242996216,919,8,N,Asia/Irkutsk,airport,OurAirports
Zhytomyr Airport,Zhytomyr,Ukraine,ZTR,UKKV,50.270556,28.738611,0,2,E,Europe/Kiev,airport,OurAirports
Mattala Rajapaksa International Airport,Mattala,Sri Lanka,HRI,VCRI,6.284467,81.124128,157,5.5,N,Asia/Colombo,airport,OurAirports
Pecos Municipal Airport,Pecos,United States,PEQ,KPEQ,31.382400512695,-103.51100158691,2613,-6,A,America/Chicago,airport,OurAirports
Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,HBG,KHBG,31.26479912,-89.25279999,151,-6,A,America/Chicago,airport,OurAirports
Botucatu - Tancredo de Almeida Neves Airport,Botucatu,Brazil,QCJ,SDBK,-22.939501,-48.467999,3012,-3,S,America/Sao_Paulo,airport,OurAirports
Mário Pereira Lopes–São Carlos Airport,Sao Carlos,Brazil,QSC,SDSC,-21.875401,-47.903703,2649,-3,S,America/Sao_Paulo,airport,OurAirports
Chan Gurney Municipal Airport,Yankton,United States,YKN,KYKN,42.916698455811,-97.385902404785,1306,-6,A,America/Chicago,airport,OurAirports
Sir Bani Yas Airport,Sir Bani Yas Island,United Arab Emirates,XSB,OMBY,24.283611,52.580278,25,4,U,Asia/Dubai,airport,OurAirports
Bromont (Roland Desourdy) Airport,Bromont,Canada,ZBM,CZBM,45.2907981873,-72.74140167239999,375,-5,A,America/Toronto,airport,OurAirports
Kratie Airport,Kratie,Cambodia,KTI,VDKT,12.48799991607666,106.05500030517578,0,7,N,Asia/Phnom_Penh,airport,OurAirports
Guyuan Liupanshan Airport,Guyuan,China,GYU,ZLGY,36.0788888889,106.216944444,5696,8,U,Asia/Shanghai,airport,OurAirports
Changhai Airport,Changhai,China,CNI,ZYCH,39.2666666667,122.666944444,80,8,N,Asia/Shanghai,airport,OurAirports
Redhill Aerodrome,Redhill,United Kingdom,KRH,EGKR,51.2136001587,-0.138611003757,222,0,E,Europe/London,airport,OurAirports
Jiagedaqi Airport,Jiagedaqi District,China,JGD,ZYJD,50.371389,124.1175,1205,8,N,Asia/Shanghai,airport,OurAirports
Chinchilla Airport,Chinchilla,Australia,CCL,YCCA,-26.774999618530277,150.61700439453125,1028,10,O,Australia/Brisbane,airport,OurAirports
Hayward Executive Airport,Hayward,United States,HWD,KHWD,37.659198761,-122.122001648,52,-8,A,America/Los_Angeles,airport,OurAirports
Motueka Airport,Motueka,New Zealand,MZP,NZMK,-41.12329864501953,172.98899841308594,39,12,Z,Pacific/Auckland,airport,OurAirports
Shute Harbour Airport,Shute Harbour,Australia,JHQ,YSHR,-20.277221,148.755556,12,10,O,Australia/Brisbane,airport,OurAirports
Ann Arbor Municipal Airport,Ann Arbor,United States,ARB,KARB,42.2229995728,-83.74559783939999,839,-5,A,America/New_York,airport,OurAirports
Shepparton Airport,Shepparton,Australia,SHT,YSHT,-36.42890167236328,145.39300537109375,374,10,O,Australia/Hobart,airport,OurAirports
Temora Airport,Temora,Australia,TEM,YTEM,-34.4213981628418,147.51199340820312,921,10,O,Australia/Sydney,airport,OurAirports
Gayndah Airport,Gayndah,Australia,GAH,YGAY,-25.61440086364746,151.61900329589844,369,10,N,Australia/Brisbane,airport,OurAirports
Wilcannia Airport,Wilcannia,Australia,WIO,YWCA,-31.52639961242676,143.375,250,10,O,Australia/Sydney,airport,OurAirports
Bijie Feixiong Airport,Bijie,China,BFJ,ZUBJ,27.267066,105.472097,4751,8,N,Asia/Shanghai,airport,OurAirports
Lensk Airport,Lensk,Russia,ULK,UERL,60.7206001282,114.825996399,801,9,N,Asia/Yakutsk,airport,OurAirports
Kavalerovo Airport,Kavalerovo,Russia,KVR,UHWK,44.2726,135.029,730,10,N,Asia/Vladivostok,airport,OurAirports
Iğdır Airport,Igdir,Turkey,IGD,LTCT,39.9766273499,43.8766479492,3101,3,E,Europe/Istanbul,airport,OurAirports
Şanlıurfa GAP Airport,Sanliurfa,Turkey,GNY,LTCS,37.445663,38.895592,2708,3,E,Europe/Istanbul,airport,OurAirports
Zafer Airport,Kutahya,Turkey,KZR,LTBZ,39.113079,30.128111,3327,3,E,Europe/Istanbul,airport,OurAirports
Velikiye Luki Airport,Velikiye Luki,Russia,VLU,ULOL,56.38109970092773,30.60810089111328,328,3,N,Europe/Moscow,airport,OurAirports
Lake Macquarie Airport,Lake Macquarie,Australia,BEO,YPEC,-33.0667,151.647995,2,10,O,Australia/Sydney,airport,OurAirports
Brampton Island Airport,Brampton Island,Australia,BMP,YBPI,-20.803300857543945,149.27000427246094,11,10,O,Australia/Brisbane,airport,OurAirports
Alameda Naval Air Station,Alameda,United States,NGZ,KNGZ,37.78889846801758,-122.31999969482422,10,-8,U,America/Los_Angeles,airport,OurAirports
Cochrane Airport,Cochrane,Canada,YCN,CYCN,49.10559844970703,-81.01360321044922,861,-5,A,America/Toronto,airport,OurAirports
Estadual Arthur Siqueira Airport,Braganca Paulista,Brazil,BJP,SBBP,-22.979162,-46.537508,2887,-3,S,America/Sao_Paulo,airport,OurAirports
Busselton Regional Airport,Brusselton,Australia,BQB,YBLN,-33.6884231567,115.401596069,55,8,O,Australia/Perth,airport,OurAirports
Srednekolymsk Airport,Srednekolymsk,Russia,SEK,UESK,67.4805,153.7364,60,11,N,Asia/Srednekolymsk,airport,OurAirports
Inverell Airport,Inverell,Australia,IVR,YIVL,-29.888299942,151.143997192,2667,10,O,Australia/Sydney,airport,OurAirports
Glen Innes Airport,Glen Innes,Australia,GLI,YGLI,-29.674999237060547,151.68899536132812,3433,10,O,Australia/Sydney,airport,OurAirports
Immokalee Regional Airport,Immokalee ,United States,IMM,KIMM,26.43320084,-81.40100098,37,-5,A,America/New_York,airport,OurAirports
Maranggo Airport,Sulawesi Tenggara,Indonesia,TQQ,WA44,-5.7645702362061,123.91699981689,169,8,N,Asia/Makassar,airport,OurAirports
Yichun Mingyueshan Airport,Yichun,China,YIC,ZSYC,27.8025,114.3062,430,8,U,Asia/Shanghai,airport,OurAirports
Dinwiddie County Airport,Petersburg,United States,PTB,KPTB,37.183799743652,-77.507400512695,193,-5,A,America/New_York,airport,OurAirports
Sheboygan County Memorial Airport,Sheboygan,United States,SBM,KSBM,43.76959991,-87.85140228,755,-6,A,America/Chicago,airport,OurAirports
Fortescue - Dave Forrest Aerodrome,Cloudbreak,Australia,KFE,YFDF,-22.290754,119.437143,1555,8,N,Australia/Perth,airport,OurAirports
Bajura Airport,Bajura,Nepal,BJU,VNBR,29.50200080871582,81.66899871826172,4300,5.75,N,Asia/Katmandu,airport,OurAirports
Pinal Airpark,Marana,United States,MZJ,KMZJ,32.5106010437,-111.32800293,1893,-7,N,America/Phoenix,airport,OurAirports
Safford Regional Airport,Safford,United States,SAD,KSAD,32.85480118,-109.6350021,3179,-7,N,America/Phoenix,airport,OurAirports
Solomon Airport,Solomon,Australia,SLJ,YSOL,-22.2554,117.7627,2030,8,N,Australia/Perth,airport,OurAirports
Kerama Airport,Kerama,Japan,KJP,ROKR,26.1683006287,127.292999268,156,9,N,Asia/Tokyo,airport,OurAirports
Ekibastuz Airport,Ekibastuz,Kazakhstan,EKB,UASB,51.59099960327149,75.21499633789062,621,6,N,Asia/Qyzylorda,airport,OurAirports
Sikeston Memorial Municipal Airport,Sikeston,United States,SIK,KSIK,36.898899078369,-89.561798095703,315,-6,A,America/Chicago,airport,OurAirports
Tetiaroa Airport,Tetiaroa,French Polynesia,TTI,NTTE,-17.0132999420166,-149.58700561523438,7,-10,N,Pacific/Tahiti,airport,OurAirports
Floyd Bennett Memorial Airport,Queensbury,United States,GFL,KGFL,43.3412017822,-73.6102981567,328,-5,A,America/New_York,airport,OurAirports
Martin State Airport,Baltimore,United States,MTN,KMTN,39.325699,-76.413803,21,-5,A,America/New_York,airport,OurAirports
Eastern Slopes Regional Airport,Fryeburg,United States,FRY,KIZG,43.9911003113,-70.9478988647,454,-5,A,America/New_York,airport,OurAirports
Lakefront Airport,New Orleans,United States,NEW,KNEW,30.042400360107,-90.028297424316,8,-6,A,America/Chicago,airport,OurAirports
Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE,KCOE,47.77429962,-116.8199997,2320,-8,A,America/Los_Angeles,airport,OurAirports
Beaumont Municipal Airport,Beaumont,United States,BMT,KBMT,30.0706996918,-94.21579742430002,32,-6,A,America/Chicago,airport,OurAirports
Vermilion Regional Airport,Danville,United States,DNV,KDNV,40.19919968,-87.59590149,697,-6,A,America/Chicago,airport,OurAirports
Coonabarabran Airport,Coonabarabran,Australia,COJ,YCBB,-31.332500457763672,149.26699829101562,2117,10,O,Australia/Sydney,airport,OurAirports
Space Coast Regional Airport,Titusville,United States,TIX,KTIX,28.514799118042,-80.799201965332,34,-5,A,America/New_York,airport,OurAirports
Bumi Airport,Bumi Hills,Zimbabwe,BZH,FVBM,-16.8169994354,28.3500003815,1650,2,N,Africa/Harare,airport,OurAirports
Bouarfa Airport,Bouarfa,Morocco,UAR,GMFB,32.5143055556,-1.98305555556,3630,0,N,Africa/Casablanca,airport,OurAirports
Nyeri Airport,NYERI,Kenya,NYE,HKNI,-0.3644140064716339,36.97848510742188,5830,3,U,Africa/Nairobi,airport,OurAirports
Andrau Airpark,Houston,United States,AAP,KAAP,29.7224998474,-95.5883026123,79,-6,A,America/Chicago,airport,OurAirports
Flying Cloud Airport,Eden Prairie,United States,FCM,KFCM,44.8272018433,-93.4570999146,906,-6,A,America/Chicago,airport,OurAirports
Likoma Island Airport,Likoma Island,Malawi,LIX,FWLK,-12.075833,34.737222,1600,2,N,Africa/Blantyre,airport,OurAirports
Johnson County Executive Airport,Olathe,United States,OJC,KOJC,38.84759903,-94.73760223,1096,-6,A,America/Chicago,airport,OurAirports
Sigiriya Air Force Base,Sigiriya,Sri Lanka,GIU,VCCS,7.956669807430001,80.7285003662,630,5.5,N,Asia/Colombo,airport,OurAirports
Neumünster Airport,Neumuenster,Germany,EUM,EDHN,54.07944488525391,9.941389083862305,72,1,E,Europe/Berlin,airport,OurAirports
Tak Airport,Tak,Thailand,TKT,VTPT,16.895999908447266,99.25330352783205,478,7,N,Asia/Bangkok,airport,OurAirports
Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Canada,YLK,CYLS,44.4852981567,-79.55560302730001,972,-5,A,America/Toronto,airport,OurAirports
Niagara District Airport,Saint Catherines,Canada,YCM,CYSN,43.19169998168945,-79.17169952392578,321,-5,A,America/Toronto,airport,OurAirports
Parry Sound Area Municipal Airport,Parry Sound,Canada,YPD,CNK4,45.2575,-79.829697,832,-5,A,America/Toronto,airport,OurAirports
Manassas Regional Airport/Harry P. Davis Field,Manassas,United States,MNZ,KHEF,38.72140121,-77.51540375,192,-5,A,America/New_York,airport,OurAirports
Texas Gulf Coast Regional Airport,Angleton,United States,LJN,KLBX,29.1086006165,-95.462097168,25,-6,A,America/Chicago,airport,OurAirports
Bingöl Çeltiksuyu Airport,Bingol,Turkey,BGG,LTCU,38.8592605591,40.5959625244,3506,3,E,Europe/Istanbul,airport,OurAirports
Kastamonu Airport,Kastamonu,Turkey,KFS,LTAL,41.31420135498047,33.795799255371094,3520,3,E,Europe/Istanbul,airport,OurAirports
Lüliang Airport,Lvliang,China,LLV,ZBLL,37.683333,111.142778,0,8,N,Asia/Shanghai,airport,OurAirports
Daocheng Yading Airport,Daocheng,China,DCY,ZUDC,29.323056,100.053333,14472,8,N,Asia/Shanghai,airport,OurAirports
Gannan Xiahe Airport,Xiahe city,China,GXH,ZLXH,34.8105,102.6447,10510,8,N,Asia/Shanghai,airport,OurAirports
Comiso Airport,Comiso,Italy,CIY,LICB,36.994601,14.607182,623,1,E,Europe/Rome,airport,OurAirports
Markovo Airport,Markovo,Russia,KVM,UHMO,64.667,170.417007,0,12,N,Asia/Anadyr,airport,OurAirports
Zyryanka Airport,Zyryanka,Russia,ZKP,UESU,65.7485,150.8889,140,11,N,Asia/Srednekolymsk,airport,OurAirports
Ust-Maya Airport,Ust-Maya,Russia,UMS,UEMU,60.356998443604,134.43499755859,561,9,N,Asia/Yakutsk,airport,OurAirports
Aldan Airport,Aldan,Russia,ADH,UEEA,58.60279846191406,125.40899658203124,2241,9,N,Asia/Yakutsk,airport,OurAirports
Olyokminsk Airport,Olekminsk,Russia,OLZ,UEMO,60.397499,120.471001,656,9,N,Asia/Yakutsk,airport,OurAirports
Xinyuan Nalati Airport,Xinyuan,China,NLT,ZWNL,43.4318,83.3786,3050,8,U,Asia/Shanghai,airport,OurAirports
Port Alsworth Airport,Port alsworth,United States,PTA,PALJ,60.201681,-154.325863,280,-9,A,America/Anchorage,airport,OurAirports
Fontaine Airport,Belfort,France,BOR,LFSQ,47.655601501465,7.0108299255371,1208,1,E,Europe/Paris,airport,OurAirports
Obock Airport,Obock,Djibouti,OBC,HDOB,11.967000007629396,43.266998291015625,69,3,N,Africa/Djibouti,airport,OurAirports
Tadjoura Airport,Tadjoura,Djibouti,TDJ,HDTJ,11.782999992370604,42.91699981689453,246,3,N,Africa/Djibouti,airport,OurAirports
Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala,AQB,MGQC,15.012200355529783,-91.15059661865234,6631,-6,S,America/Guatemala,airport,OurAirports
Norðfjörður Airport,Nordfjordur,Iceland,NOR,BINF,65.13189697265625,-13.746399879455566,13,0,E,Atlantic/Reykjavik,airport,OurAirports
Bursa Airport,Bursa,Turkey,BTZ,LTBE,40.23329925537109,29.00919914245605,331,3,U,Europe/Istanbul,airport,OurAirports
Waris Airport,Waris-Papua Island,Indonesia,WAR,WAJR,-3.235,140.994,1500,9,U,Asia/Jayapura,airport,OurAirports
Newton City-County Airport,Newton,United States,EWK,KEWK,38.0582008362,-97.2744979858,1533,-6,A,America/Chicago,airport,OurAirports
Bairnsdale Airport,Bairnsdale,Australia,BSJ,YBNS,-37.88750076293945,147.5679931640625,165,10,O,Australia/Hobart,airport,OurAirports
Taszár Air Base,Columbus,United States,TZR,LHTA,46.39310073852539,17.917499542236328,531,1,A,Europe/Budapest,airport,OurAirports
Fort Bridger Airport,Fort Bridger,United States,FBR,KFBR,41.3918991089,-110.406997681,7034,-7,A,America/Denver,airport,OurAirports
Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,46.6769981384,-122.983001709,176,-8,A,America/Los_Angeles,airport,OurAirports
Evanston-Uinta County Airport-Burns Field,Evanston,United States,EVW,KEVW,41.27479935,-111.0350037,7143,-7,A,America/Denver,airport,OurAirports
Weedon Field,Eufala,United States,EUF,KEUF,31.9512996674,-85.1288986206,285,-6,A,America/Chicago,airport,OurAirports
Dare County Regional Airport,Manteo,United States,MEO,KMQI,35.91899872,-75.69550323,13,-5,A,America/New_York,airport,OurAirports
Auburn University Regional Airport,Auburn,United States,AUO,KAUO,32.615101,-85.433998,777,-6,A,America/Chicago,airport,OurAirports
W H 'Bud' Barron Airport,Dublin,United States,DBN,KDBN,32.56439972,-82.98529816,309,-5,A,America/New_York,airport,OurAirports
Pukarua Airport,Pukarua,French Polynesia,PUK,NTGQ,-18.29560089111328,-137.01699829101562,5,-10,N,\N,airport,OurAirports
Corvallis Municipal Airport,Corvallis,United States,CVO,KCVO,44.49720001,-123.2900009,250,-8,A,America/Los_Angeles,airport,OurAirports
Prominent Hill Airport,Prominent Hill,Australia,PXH,YPMH,-29.716,135.5244,745,9.5,O,Australia/Adelaide,airport,OurAirports
Cowra Airport,Chatsworth,Australia,CWT,YCWR,-33.84469985961914,148.6490020751953,966,10,A,Australia/Sydney,airport,OurAirports
Ogden Hinckley Airport,Ogden,United States,OGD,KOGD,41.195899963379,-112.0120010376,4473,-7,A,America/Denver,airport,OurAirports
Colorado Plains Regional Airport,Akron,United States,AKO,KAKO,40.1755981445,-103.222000122,4714,-7,A,America/Denver,airport,OurAirports
Sanderson Field,Shelton,United States,SHN,KSHN,47.233600616455,-123.14800262451,273,-8,A,America/Los_Angeles,airport,OurAirports
Napakiak Airport,Napakiak,United States,WNA,PANA,60.69029998779297,-161.97900390625,17,-9,A,America/Anchorage,airport,OurAirports
Napaskiak Airport,Napaskiak,United States,PKA,PAPK,60.70289993,-161.7779999,24,-9,A,America/Anchorage,airport,OurAirports
Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3,48.75,-123.233001709,0,-8,A,America/Vancouver,airport,OurAirports
Washabo Airport,Washabo,Suriname,WSO,SMWS,5.215277,-57.185302,68,-3,N,America/Paramaribo,airport,OurAirports
Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR,MYAW,27.266700744628903,-78.39969635009766,10,-5,A,\N,airport,OurAirports
Bartica A Airport,Bartica,Guyana,GFO,SYBT,6.358864,-58.655207,3,-4,N,America/Guyana,airport,OurAirports
Doylestown Airport,Doylestown,United States,DYL,KDYL,40.3330001831,-75.1222991943,394,-5,A,America/New_York,airport,OurAirports
Tingo Maria Airport,Tingo Maria,Peru,TGI,SPGM,-9.133000373840332,-75.94999694824219,2010,-5,N,America/Lima,airport,OurAirports
Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL,SSTL,-20.754199981689,-51.684200286865,1050,-4,S,America/Campo_Grande,airport,OurAirports
Zhangye Ganzhou Airport,Zhangye,China,YZY,ZLZY,38.8018989563,100.675003052,5280,8,N,Asia/Shanghai,airport,OurAirports
Cacoal Airport,Cacoal,Brazil,OAL,SSKW,-11.496,-61.4508,778,-4,N,America/Boa_Vista,airport,OurAirports
Warren Field,Washington,United States,OCW,KOCW,35.570499420166,-77.049797058105,38,-5,A,America/New_York,airport,OurAirports
Mocopulli Airport,Castro,Chile,MHC,SCPQ,-42.340388,-73.715693,528,-4,S,America/Santiago,airport,OurAirports
Stillwater Regional Airport,Stillwater,United States,SWO,KSWO,36.161201477051,-97.08570098877,1000,-6,A,America/Chicago,airport,OurAirports
Okmulgee Regional Airport,Okmulgee,United States,OKM,KOKM,35.668098449707,-95.948699951172,720,-6,A,America/Chicago,airport,OurAirports
Cushing Municipal Airport,Cushing,United States,CUH,KCUH,35.9499015808,-96.7731018066,916,-6,A,America/Chicago,airport,OurAirports
Clinton Sherman Airport,Clinton,United States,CSM,KCSM,35.3398017883,-99.2005004883,1922,-6,A,America/Chicago,airport,OurAirports
Strother Field,Winfield,United States,WLD,KWLD,37.168598175,-97.0375976562,1160,-6,A,America/Chicago,airport,OurAirports
Wiley Post Airport,Oklahoma City,United States,PWA,KPWA,35.53419876,-97.64710236,1300,-6,A,America/Chicago,airport,OurAirports
Shreveport Downtown Airport,Shreveport,United States,DTN,KDTN,32.5401992798,-93.7450027466,179,-6,A,America/Chicago,airport,OurAirports
Stephenville Clark Regional Airport,Stephenville,United States,SEP,KSEP,32.215301513672,-98.177696228027,1321,-6,A,America/Chicago,airport,OurAirports
Ada Regional Airport,Ada,United States,ADT,KADH,34.804298,-96.671303,1016,-6,A,America/Chicago,airport,OurAirports
Iraan Municipal Airport,Iraan,United States,IRB,K2F0,30.9057006836,-101.891998291,2200,-6,A,America/Chicago,airport,OurAirports
Elliot Lake Municipal Airport,ELLIOT LAKE,Canada,YEL,CYEL,46.351398468,-82.5614013672,1087,-5,A,America/Toronto,airport,OurAirports
Wilkes County Airport,North Wilkesboro,United States,IKB,KUKF,36.2228012085,-81.09829711910001,1301,-5,A,America/New_York,airport,OurAirports
Danville Regional Airport,Danville,United States,DAN,KDAN,36.572898864746094,-79.33609771728516,571,-5,A,America/New_York,airport,OurAirports
Yerbogachen Airport,Yerbogachen,Russia,ERG,UIKE,61.2750015259,108.029998779,400,8,N,Asia/Irkutsk,airport,OurAirports
Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,United States,HCW,KCQW,34.71289825,-79.95700073,239,-5,A,America/New_York,airport,OurAirports
Beni Mellal Airport,Beni Mellal,Morocco,BEM,GMMD,32.401895,-6.315905,1694,0,E,Africa/Casablanca,airport,OurAirports
Şırnak Şerafettin Elçi Airport,Cizre,Turkey,NKT,LTCV,37.3647,42.0582,2038,3,E,Europe/Istanbul,airport,OurAirports
Suntar Airport,Suntar,Russia,SUY,UENS,62.185001373291,117.63500213623,452,9,N,Asia/Yakutsk,airport,OurAirports
Tazadit Airport,Zouerat,Mauritania,OUZ,GQPZ,22.75639915466309,-12.483599662780762,1129,0,N,Africa/Nouakchott,airport,OurAirports
Asaba International Airport,Asaba,Nigeria,ABB,DNAS,6.204167,6.665278,305,1,N,Africa/Lagos,airport,OurAirports
Akwa Ibom International Airport,Uyo,Nigeria,QUO,DNAI,4.8725,8.093,170,1,N,Africa/Lagos,airport,OurAirports
Kasama Airport,Kasama,Zambia,KAA,FLKS,-10.216699600219728,31.13330078125,4541,2,N,Africa/Lusaka,airport,OurAirports
Songea Airport,Songea,Tanzania,SGX,HTSO,-10.68299961090088,35.58300018310547,3445,3,N,Africa/Dar_es_Salaam,airport,OurAirports
Jiuhuashan Airport,Chizhou,China,JUH,ZSJH,30.7403,117.6856,60,8,N,Asia/Shanghai,airport,OurAirports
Anshan Air Base,Anshan,China,AOG,ZYAS,41.105301,122.853996,0,8,N,Asia/Shanghai,airport,OurAirports
Saertu Airport,Daqing,China,DQA,ZYDQ,46.7463888889,125.140555556,496,8,N,Asia/Shanghai,airport,OurAirports
Zunyi Xinzhou Airport,Zunyi,China,ZYI,ZUZY,27.5895,107.0007,2920,8,N,Asia/Shanghai,airport,OurAirports
Lindu Airport,Yinchun,China,LDS,ZYLD,47.7520555556,129.019125,791,8,N,Asia/Shanghai,airport,OurAirports
Anshun Huangguoshu Airport,Anshun,China,AVA,ZUAS,26.2605555556,105.873333333,4812,8,N,Asia/Shanghai,airport,OurAirports
